portfolio,year,portfolio_value,annual_return,withdrawal,sp500_value,bonds_value,sp500_allocation,bonds_allocation,notes_value,notes_allocation
structured,2011,1976794.4126569615,-0.017174773021886303,82366.43386070673,772329.4709589822,625199.3965962528,0.39069792286640115,0.31626930579793444,579265.5451017262,0.2930327713356643
structured,2012,2095914.706507755,0.06025932342184581,87329.77943782313,860850.1869590277,586060.091654195,0.41072768099107876,0.27962020106757934,649004.4278945327,0.30965211794134206
structured,2013,2426473.5662926678,0.15771579766988464,101103.0652621945,1043071.3534560478,590902.2670385012,0.429871302925308,0.24352305965620805,792499.945798119,0.32660563741848403
structured,2014,2555922.211246855,0.05334846699029483,106496.75880195231,1037899.885117944,739480.98693904,0.4060764762522352,0.2893206153477962,778541.3391898717,0.30460290839996884
structured,2015,2450668.4440608323,-0.041180348417050205,102111.18516920134,974342.7408390271,740220.1063827107,0.397582440497137,0.3020482465413165,736105.5968390942,0.30036931296154645
structured,2016,2528815.3264990067,0.03188798657262781,105367.30527079196,1030786.650509568,723589.4154236921,0.40761642011108434,0.28613770560520063,774439.2605657469,0.3062458742837152
structured,2017,2795336.4339726465,0.10539366187827648,116472.35141552694,1159645.5901642502,757426.8773774935,0.414850096779298,0.2709609005099474,878263.9664309031,0.3141890027107547
structured,2018,2617504.9728971217,-0.0636171943077335,109062.70720404673,1006457.8701752264,805990.2097377728,0.3845103946684208,0.3079230863296822,805056.8929841222,0.30756651900189685
structured,2019,3077164.382801847,0.17560975610906393,128215.18261674364,1295381.7204930692,820434.8033080559,0.4209660451462741,0.26662040152727434,961347.8590007221,0.3124135533264515
structured,2020,3344619.5902373507,0.08691612607057997,139359.14959322294,1373751.618086091,954596.0899996853,0.4107347879250456,0.2854124555109547,1016271.8821515745,0.3038527565639998
traditional,1990,955683.7789626584,-0.044316221037341674,39820.15745677743,538219.3661238124,417464.412838846,0.5631772537857863,0.4368227462142137,,
traditional,1991,1118526.8129280321,0.17039426382451617,46605.28387200134,695285.3795017495,423241.4334262826,0.6216081469532777,0.3783918530467223,,
traditional,1992,1133764.5178758802,0.013623012673213974,47240.18824482834,673033.4170853667,460731.1007905134,0.5936271654949141,0.4063728345050857,,
traditional,1993,1176845.5167455706,0.037998189386278414,49035.229864398774,699121.9447314265,477723.5720141439,0.5940643311152402,0.40593566888475974,,
traditional,1994,1107590.7960682306,-0.05884775842869827,46149.61650284294,667428.7330249249,440162.0630433058,0.6025950517051872,0.3974049482948129,,
traditional,1995,1358525.4123877783,0.22655895770380652,56605.22551615743,855588.8313279309,502936.5810598475,0.629792290616137,0.37020770938386316,,
traditional,1996,1481616.801963755,0.09060661541813064,61734.03341515645,941075.9808726377,540540.8210911172,0.6351682699773132,0.36483173002268676,,
traditional,1997,1740890.8687745247,0.17499401091235223,72537.11953227186,1118038.5980377381,622852.2707367863,0.6422221048380623,0.3577778951619376,,
traditional,1998,1996423.05582837,0.14678242711085243,83184.29399284875,1270173.2556797098,726249.8001486601,0.6362244975941137,0.3637755024058863,,
traditional,1999,2135608.6223530606,0.06971747101314607,88983.6925980442,1374477.4386535813,761131.1836994798,0.6435998732479137,0.35640012675208654,,
traditional,2000,2019289.0360419846,-0.054466715058919646,84137.04316841603,1105387.3845461884,913901.6514957958,0.5474141466705836,0.4525858533294162,,
traditional,2001,1851852.7796812127,-0.0829184199845725,77160.5324867172,1011409.5529729133,840443.2267082996,0.5461608849635565,0.45383911503644353,,
traditional,2002,1588509.4590652809,-0.14220532188377588,66187.89412772004,817430.1273459533,771079.3317193277,0.5145893986850729,0.4854106013149272,,
traditional,2003,1790168.1492205274,0.126948372264593,74590.33955085531,1156357.2138263278,633810.9353941996,0.6459489374391044,0.3540510625608956,,
traditional,2004,1840669.6408177726,0.02821047375869945,76694.56836740719,1123871.6562028427,716797.98461493,0.6105776024553374,0.3894223975446626,,
traditional,2005,1816025.7338094662,-0.013388555155045445,75667.73890872776,1092043.326988793,723982.406820673,0.6013369230721308,0.398663076927869,,
traditional,2006,1915889.3753930551,0.054990212817142003,79828.72397471064,1188494.2765295391,727395.0988635158,0.6203355432699308,0.37966445673006916,,
traditional,2007,1923071.938701316,0.003748944694047074,80127.99744588816,1142502.9642823394,780568.9744189767,0.5941030812679278,0.40589691873207223,,
traditional,2008,1470533.3094865947,-0.23532069711356118,61272.22122860812,681386.3723291677,789146.9371574271,0.46336003947238646,0.5366399605276135,,
traditional,2009,1630910.8197457748,0.10906078034721456,67954.61748940729,1045690.556018735,585220.2637270399,0.6411696724053474,0.35883032759465266,,
traditional,2010,1724576.1713364786,0.05743131412010882,71857.34047235327,1059486.0382332816,665090.1331031969,0.6143457481569061,0.3856542518430938,,
traditional,2011,1708074.7339812932,-0.009568401575673735,71169.78058255388,993324.2495526593,714750.4844286338,0.5815461289784164,0.41845387102158366,,
traditional,2012,1790933.4621055992,0.048510013335993474,74622.2275877333,1115743.0772819691,675190.38482363,0.6229952708405988,0.3770047291594011,,
traditional,2013,2010162.5618725899,0.12241052189021207,83756.77341135792,1336937.5560474177,673225.0058251722,0.6650892725820037,0.3349107274179964,,
traditional,2014,2106551.101953915,0.04795061947205559,87772.96258141313,1289740.503060755,816810.5988931601,0.6122521793392367,0.3877478206607634,,
traditional,2015,2017994.1757546633,-0.04203882171057294,84083.0906564443,1204557.0667391191,813437.1090155438,0.5969080987504112,0.40309190124958866,,
traditional,2016,2067645.8699766947,0.024604478456169643,86151.91124902896,1273196.3776343046,794449.4923423899,0.6157710061097915,0.3842289938902083,,
traditional,2017,2247979.638093391,0.08721695080150682,93665.81825389128,1422248.823400237,825730.8146931538,0.6326786948152733,0.36732130518472667,,
traditional,2018,2078298.9008101702,-0.07548143871406876,86595.78753375709,1214073.9686585916,864224.9321515787,0.5841671610302622,0.4158328389697379,,
traditional,2019,2411366.5522329574,0.16025974478115224,100473.6063430399,1542799.5937199006,868566.958513057,0.6398030163814157,0.36019698361858443,,
traditional,2020,2612178.5614513066,0.08327726410254566,108840.77339380445,1614774.9799016924,997403.5815496144,0.6181717451216412,0.3818282548783589,,
